image_path,source,ground_truth,trocr_raw,trocr_lexicon,cer_raw,cer_lexicon
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/buendiainstruccion_page_3.jpg,buendiainstruccion,"guro disseño de su edad: la Reli-
gion para con Dios en la devota
assistencia a los Templos; la piedad
con los Padres en la obediencia
mas rendida; y la modestia, y de-
seo de saber, con los mayores, 
gustando mas de oir, y pregun-
tar, que de definir, y resolver. Bien
que esto en vuestra infinita Sabi-
duria fue soberana dignacion, y
", que que. que. que. que. que. que. que. que. que. que. que. que... que. que... que...... que........ que....... que. que........ que........... que......... que............. que.............. que........,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8974358974358975,0.8717948717948718
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/buendiainstruccion_page_4.jpg,buendiainstruccion,"crianza de la niñez. Assi sea, 
Divinissimo Niño, por vuestra
gracia, assi sea, a vuestra ma-
yor gloria. Amen. 
CENSURA DEL R. P. ANTONIO CO-
dorniu de la Compañía de jesus, Maes-
tro que fue de Theologia, Examinador
Synodal de los Obispados de Gerona, Ur-
gel, y Barcelona, Oc.
DE orden del Ilust", que. que. que. que. que. que. que. que. que. que. que. que. que. que.. que..... que......... que................ que. que.................. que. que....... que............ que........ que.......... que.,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8975409836065574,0.8770491803278688
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/covarrubiastesorolengua_page_9.jpg,covarrubiastesorolengua,"Conocimiento de las cosas depende del de los vocablos, el que ayuda a esta, ayuda mucho a todas 
las ciencias: y assi los grandes Filosofos antiguos trabajaron mucho en esta parte, como fue Platon 
en su Dialogo Cratilo, que oy en dia leemos, a cuya imitacion los Latinos trataron esta facultad, 
aunque con mayores ayudas que los Griegos, por t", que. que. que. que. que. que. que. que. que. que. que. que.. que. que... que...... que..... que....... que.............. que.......................... que.................................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8975265017667845,0.8833922261484098
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/guardiolatratadonobleza_page_12.jpg,guardiolatratadonobleza,"POR quanto por parte de
vos fray Ivan Benito Guar
diola monje professo de
la orden de S. Benito, nos
fue fecha relacion q vos
aviais compuesto un libro
intitulado Tratado de
nobleza y de los titulos y dictados que oy
dia tienen los varones claros y grandes de 
España, el qual era muy util y provechoso, 
y para lo hazer aviais trabajado", que. que. que. que. que. que. que. que. que. que.... que....... que. que....... que........ que........ que.............. que........................ que............................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.9010989010989011,0.8864468864468864
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones228381646_page_1.jpg,porcones228381646,"POR
ANTONIO GOMEZ
Oimentel, mercader, padre de
Iacinto Gomez Pi-
mentel.
CON
Doña Leonor Rabasco; y doña
Bernarda de Almeyda
su hija.

Non occidentur parentes pro filijs, nec filij pro
parentibus. Sed vnusquisque pro peccato suo
morietur. Deuteron. Cap. 24.

Pretende Antonio Gomez Pi
mentel se reuoque el auto de la Sala", que. que. que. que. que. que. que. que. que. que. que.. que.. que........ que........ que........... que.................... que..................................................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8992537313432836,0.8843283582089553
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones74861650_page_1.jpg,porcones74861650,"DEUS IN ADIUTORIUM MEUM INTENDE
POR
 
Don Felipe Leizado
Caballero del Orden Santiago, Ca-
pitan de Caballos del Ejército
de Milán.
En la causa criminal de uxoricidio que
contra él se figue.
 
1. Para que con la distinción se consiga
la brevedad, y claridad de este papel, lo
dividiremos en dos artículos. En el
primero defend", que. que. que. que. que. que. que. que. que. que.. que...... que.......... que................. que.............................. que...... que............................. que..,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.9101123595505618,0.9026217228464419
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones74861650_page_3.jpg,porcones74861650,"platillos si no nos gobernamos con prudencia. Jacome y, 
el cocinero hablan siempre en su lengua, con parientes
de Matias; y plega a Dios, que una vez u otra no de-
mos en la trampa. Bien sé que estas mis palabras se echa-
rán al aire porque vos joya mía no queréis hacer ca-
so: porque si….. temor de lo que yo digo, no os", que. que. que. que. que. que. que. que. que. que.. que. que. que... que.... que...... que........ que........ que............. que........................ que.............................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8798449612403101,0.8488372093023255
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones2351628_page_3.jpg,porcones2351628,"- right
admitio concurso de acosadores de la muerte con la viu-
da del muerto, eo magis fiendo persona calificada, y tal
lexos de colusion, como lo muestra la diligencia, y per-
severancia con que ha seguido, y sigue este pleyto: y la
colusion esta en la hija casada oy con el matador de su
padre, cuyo perdon (quando lo huviera) no se admite,
", que. que. que. que. que. que. que. que. que. que. que. que. que. que... que.... que...... que....... que. que. que. que.. que. que... que.... que.... que...... que...... que.... que. que. que. que. que. que. que.. que. que.. que. que.. que.. que.....,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8678571428571429,0.8535714285714285
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones74861650_page_4.jpg,porcones74861650,"tener aquí fuese por falta de voluntad, o bien por mi
seria de daros el alimento como merecéis, porque si esto
fuese respecto a vuestra persona, juzgariades la ver-
dad, pero si después considerasedes, que pasando todo
por manos de criados, hiciésemos como algunos años
ha, que por aquella niñera de los pollos vinieron en
conocimiento", que. que. que. que. que. que. que. que. que. que. que. que. que.. que... que.... que..... que...... que....... que.............. que...................... que.......................... que.. que..,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.875,0.8642857142857143
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones2351628_page_4.jpg,porcones2351628,"- left
Bosi. tit. de pace, vers. Quando vxor occiditur a viro,
Iulius Clar. q. 58. num. 31. vers. contingit etiam. Bona-
cosa in suis communibus, vers. pax vxoricidae, lib. I. Pe-
trus Cabal. in. resolut. in resolut. crimina. casu 58. an. 10.
Et tandem, los delitos sobre que es este pleyto son
tan atroces que bast", que que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.. que... que.. que... que.... que.... que...... que.... que........ que..... que........ que......... que....... que....... que...... que.,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.833976833976834,0.8185328185328186
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/guardiolatratadonobleza_page_14.jpg,guardiolatratadonobleza,"caer e incurrir en las penas contenidas en
la dicha pragmatica e leyes de nuestros
Reynos. Y mandamos que durante el di-
cho tiempo persona alguna sin vuestra li-
cencia no lo pueda imprimir ni vender so
pena que el que lo imprimiere aya perdido
y pierda todos y qualesquier libros, mol-
des y aparejos que de los dichos libros tu
viere, y mas incurra", que. que. que. que. que. que. que. que. que.. que..... que.......... que................ que.................................... que. que.............................. que....,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8954703832752613,0.8815331010452961
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/guardiolatratadonobleza_page_13.jpg,guardiolatratadonobleza,"dia de la fecha desta nuestra cedula podais
imprimir el dicho libro que de suso se ha-
ze mencion por el original que en el nuestro
Consejo se vio que va rubricado y firmado
al fin de Pedro del Marmol nuestro escri-
vano de camara de los que residen en el 
nuestro Consejo, con que antes que se ven-
da le traygays ante ellos jusntamente con
el dicho original para q se", que. que. que. que. que. que. que. que. que. que..... que........ que. que.......... que........ que............... que.......................... que.............................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8888888888888888,0.8754208754208754
